2025-03-18 15:20:03,873 - INFO - Using device: cuda
2025-03-18 15:21:13,369 - INFO - Using device: cuda
2025-03-18 15:21:14,214 - INFO - info: {'type': 'info', 'model_type': 'unet', 'batch_size': 16, 'epochs': 100, 'learning_rate': 0.0001, 'weight_decay': 1e-05, 'ssim_weight': 0.7, 'augmentation': True, 'validation_split': 0.2, 'patience': 10, 'num_workers': 8, 'seed': 42}
2025-03-18 15:21:22,717 - INFO - Using device: cuda
2025-03-18 15:21:23,125 - INFO - info: {'type': 'info', 'model_type': 'unet', 'batch_size': 16, 'epochs': 100, 'learning_rate': 0.0001, 'weight_decay': 1e-05, 'ssim_weight': 0.7, 'augmentation': True, 'validation_split': 0.2, 'patience': 10, 'num_workers': 8, 'seed': 42}
2025-03-18 15:22:29,094 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 0, 'total_batches': 30, 'loss': 1.8435616493225098}
2025-03-18 15:44:58,669 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 230, 'total_batches': 480, 'loss': 0.052417460829019547}
2025-03-18 15:45:00,656 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 240, 'total_batches': 480, 'loss': 0.033952731639146805}
2025-03-18 15:45:02,836 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 250, 'total_batches': 480, 'loss': 0.05490635335445404}
2025-03-18 15:45:04,956 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 260, 'total_batches': 480, 'loss': 0.06439568102359772}
2025-03-18 15:45:07,082 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 270, 'total_batches': 480, 'loss': 0.06556420028209686}
2025-03-18 15:45:09,207 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 280, 'total_batches': 480, 'loss': 0.09489470720291138}
2025-03-18 15:45:11,326 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 290, 'total_batches': 480, 'loss': 0.08944515883922577}
2025-03-18 15:45:13,436 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 300, 'total_batches': 480, 'loss': 0.09701734781265259}
2025-03-18 15:45:15,455 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 310, 'total_batches': 480, 'loss': 0.08524574339389801}
2025-03-18 15:45:17,498 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 320, 'total_batches': 480, 'loss': 0.18476730585098267}
2025-03-18 15:45:19,517 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 330, 'total_batches': 480, 'loss': 0.08746226876974106}
2025-03-18 15:45:21,501 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 340, 'total_batches': 480, 'loss': 0.10305469483137131}
2025-03-18 15:45:23,485 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 350, 'total_batches': 480, 'loss': 0.0544976070523262}
2025-03-18 15:45:25,471 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 360, 'total_batches': 480, 'loss': 0.038485974073410034}
2025-03-18 15:45:27,455 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 370, 'total_batches': 480, 'loss': 0.09843461215496063}
2025-03-18 15:45:29,440 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 380, 'total_batches': 480, 'loss': 0.04377782344818115}
2025-03-18 15:45:31,422 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 390, 'total_batches': 480, 'loss': 0.06144414842128754}
2025-03-18 15:45:33,404 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 400, 'total_batches': 480, 'loss': 0.030084844678640366}
2025-03-18 15:45:35,386 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 410, 'total_batches': 480, 'loss': 0.05830942466855049}
2025-03-18 15:45:37,369 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 420, 'total_batches': 480, 'loss': 0.18564853072166443}
2025-03-18 15:45:39,351 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 430, 'total_batches': 480, 'loss': 0.050131965428590775}
2025-03-18 15:45:41,333 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 440, 'total_batches': 480, 'loss': 0.18874619901180267}
2025-03-18 15:45:43,317 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 450, 'total_batches': 480, 'loss': 0.05629565566778183}
2025-03-18 15:45:45,275 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 460, 'total_batches': 480, 'loss': 0.03570002317428589}
2025-03-18 15:45:47,224 - INFO - info: {'type': 'info', 'epoch': 0, 'batch': 470, 'total_batches': 480, 'loss': 0.11778866499662399}
2025-03-18 15:46:25,344 - INFO - info: {'type': 'info', 'epoch': 0, 'train_loss': 0.12125672838495423, 'val_loss': 0.13024587342515587, 'train_ssim': 0.8566606681173047, 'val_ssim': 0.8547399709622066, 'elapsed': 145.11059522628784}
2025-03-18 15:46:26,838 - INFO - Saved best model with validation loss: 0.130246
2025-03-18 15:46:51,737 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 0, 'total_batches': 480, 'loss': 0.1188872829079628}
2025-03-18 15:46:53,370 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 10, 'total_batches': 480, 'loss': 0.06070152670145035}
2025-03-18 15:46:55,012 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 20, 'total_batches': 480, 'loss': 0.045913539826869965}
2025-03-18 15:46:56,654 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 30, 'total_batches': 480, 'loss': 0.07689107954502106}
2025-03-18 15:46:58,304 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 40, 'total_batches': 480, 'loss': 0.048329222947359085}
2025-03-18 15:46:59,981 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 50, 'total_batches': 480, 'loss': 0.19639350473880768}
2025-03-18 15:47:01,671 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 60, 'total_batches': 480, 'loss': 0.040963008999824524}
2025-03-18 15:47:03,372 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 70, 'total_batches': 480, 'loss': 0.06327859312295914}
2025-03-18 15:47:05,152 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 80, 'total_batches': 480, 'loss': 0.12218928337097168}
2025-03-18 15:47:06,931 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 90, 'total_batches': 480, 'loss': 0.14921554923057556}
2025-03-18 15:47:08,717 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 100, 'total_batches': 480, 'loss': 0.05876362696290016}
2025-03-18 15:47:10,573 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 110, 'total_batches': 480, 'loss': 0.06203647330403328}
2025-03-18 15:47:12,516 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 120, 'total_batches': 480, 'loss': 0.10789692401885986}
2025-03-18 15:47:14,465 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 130, 'total_batches': 480, 'loss': 0.07406309247016907}
2025-03-18 15:47:16,418 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 140, 'total_batches': 480, 'loss': 0.1251724660396576}
2025-03-18 15:47:18,374 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 150, 'total_batches': 480, 'loss': 0.08368626236915588}
2025-03-18 15:47:20,329 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 160, 'total_batches': 480, 'loss': 0.07693027704954147}
2025-03-18 15:47:22,241 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 170, 'total_batches': 480, 'loss': 0.02820642478764057}
2025-03-18 15:47:24,168 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 180, 'total_batches': 480, 'loss': 0.023962389677762985}
2025-03-18 15:47:26,071 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 190, 'total_batches': 480, 'loss': 0.04624800756573677}
2025-03-18 15:47:27,933 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 200, 'total_batches': 480, 'loss': 0.026761718094348907}
2025-03-18 15:47:29,795 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 210, 'total_batches': 480, 'loss': 0.03186660259962082}
2025-03-18 15:47:31,657 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 220, 'total_batches': 480, 'loss': 0.034769896417856216}
2025-03-18 15:47:33,519 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 230, 'total_batches': 480, 'loss': 0.05593745410442352}
2025-03-18 15:47:35,384 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 240, 'total_batches': 480, 'loss': 0.052404776215553284}
2025-03-18 15:47:37,240 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 250, 'total_batches': 480, 'loss': 0.202950581908226}
2025-03-18 15:47:39,100 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 260, 'total_batches': 480, 'loss': 0.03945310041308403}
2025-03-18 15:47:40,964 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 270, 'total_batches': 480, 'loss': 0.054436929523944855}
2025-03-18 15:47:42,825 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 280, 'total_batches': 480, 'loss': 0.05216510593891144}
2025-03-18 15:47:44,686 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 290, 'total_batches': 480, 'loss': 0.02799699641764164}
2025-03-18 15:47:46,546 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 300, 'total_batches': 480, 'loss': 0.06958068162202835}
2025-03-18 15:47:48,406 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 310, 'total_batches': 480, 'loss': 0.07421797513961792}
2025-03-18 15:47:50,266 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 320, 'total_batches': 480, 'loss': 0.02616683393716812}
2025-03-18 15:47:52,120 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 330, 'total_batches': 480, 'loss': 0.24672280251979828}
2025-03-18 15:47:53,976 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 340, 'total_batches': 480, 'loss': 0.027881626039743423}
2025-03-18 15:47:55,801 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 350, 'total_batches': 480, 'loss': 0.028203565627336502}
2025-03-18 15:47:57,619 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 360, 'total_batches': 480, 'loss': 0.08158016204833984}
2025-03-18 15:47:59,479 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 370, 'total_batches': 480, 'loss': 0.03427286073565483}
2025-03-18 15:48:01,340 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 380, 'total_batches': 480, 'loss': 0.02738533541560173}
2025-03-18 15:48:03,171 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 390, 'total_batches': 480, 'loss': 0.03105662763118744}
2025-03-18 15:48:05,027 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 400, 'total_batches': 480, 'loss': 0.04981231316924095}
2025-03-18 15:48:06,879 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 410, 'total_batches': 480, 'loss': 0.052088040858507156}
2025-03-18 15:48:08,732 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 420, 'total_batches': 480, 'loss': 0.05652367323637009}
2025-03-18 15:48:10,584 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 430, 'total_batches': 480, 'loss': 0.11861858516931534}
2025-03-18 15:48:12,436 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 440, 'total_batches': 480, 'loss': 0.03619065135717392}
2025-03-18 15:48:14,288 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 450, 'total_batches': 480, 'loss': 0.05448576807975769}
2025-03-18 15:48:16,134 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 460, 'total_batches': 480, 'loss': 0.05370138958096504}
2025-03-18 15:48:17,980 - INFO - info: {'type': 'info', 'epoch': 1, 'batch': 470, 'total_batches': 480, 'loss': 0.11227306723594666}
2025-03-18 15:48:56,900 - INFO - info: {'type': 'info', 'epoch': 1, 'train_loss': 0.07669645890515918, 'val_loss': 0.13043167336533468, 'train_ssim': 0.9130868587022026, 'val_ssim': 0.8451112256695826, 'elapsed': 150.0611433982849}
2025-03-18 15:49:18,689 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 0, 'total_batches': 480, 'loss': 0.09512480348348618}
2025-03-18 15:49:20,329 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 10, 'total_batches': 480, 'loss': 0.07150424271821976}
2025-03-18 15:49:21,986 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 20, 'total_batches': 480, 'loss': 0.08477872610092163}
2025-03-18 15:49:23,640 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 30, 'total_batches': 480, 'loss': 0.06769601255655289}
2025-03-18 15:49:25,295 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 40, 'total_batches': 480, 'loss': 0.14079593122005463}
2025-03-18 15:49:26,952 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 50, 'total_batches': 480, 'loss': 0.0334591418504715}
2025-03-18 15:49:28,613 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 60, 'total_batches': 480, 'loss': 0.04626070708036423}
2025-03-18 15:49:30,274 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 70, 'total_batches': 480, 'loss': 0.045925308018922806}
2025-03-18 15:49:31,935 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 80, 'total_batches': 480, 'loss': 0.047792598605155945}
2025-03-18 15:49:33,618 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 90, 'total_batches': 480, 'loss': 0.02861609496176243}
2025-03-18 15:49:35,312 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 100, 'total_batches': 480, 'loss': 0.028170892968773842}
2025-03-18 15:49:37,021 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 110, 'total_batches': 480, 'loss': 0.024316642433404922}
2025-03-18 15:49:38,739 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 120, 'total_batches': 480, 'loss': 0.04966083914041519}
2025-03-18 15:49:40,453 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 130, 'total_batches': 480, 'loss': 0.03463933989405632}
2025-03-18 15:49:42,178 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 140, 'total_batches': 480, 'loss': 0.028047561645507812}
2025-03-18 15:49:43,909 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 150, 'total_batches': 480, 'loss': 0.051320143043994904}
2025-03-18 15:49:45,639 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 160, 'total_batches': 480, 'loss': 0.04940129816532135}
2025-03-18 15:49:47,371 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 170, 'total_batches': 480, 'loss': 0.05863204970955849}
2025-03-18 15:49:49,102 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 180, 'total_batches': 480, 'loss': 0.06857788562774658}
2025-03-18 15:49:50,883 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 190, 'total_batches': 480, 'loss': 0.13806642591953278}
2025-03-18 15:49:52,661 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 200, 'total_batches': 480, 'loss': 0.04643494635820389}
2025-03-18 15:49:54,400 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 210, 'total_batches': 480, 'loss': 0.040162697434425354}
2025-03-18 15:49:56,168 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 220, 'total_batches': 480, 'loss': 0.0903548076748848}
2025-03-18 15:49:57,918 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 230, 'total_batches': 480, 'loss': 0.03739640489220619}
2025-03-18 15:49:59,701 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 240, 'total_batches': 480, 'loss': 0.0526735819876194}
2025-03-18 15:50:01,482 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 250, 'total_batches': 480, 'loss': 0.06847761571407318}
2025-03-18 15:50:03,262 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 260, 'total_batches': 480, 'loss': 0.042750224471092224}
2025-03-18 15:50:05,032 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 270, 'total_batches': 480, 'loss': 0.048038315027952194}
2025-03-18 15:50:06,802 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 280, 'total_batches': 480, 'loss': 0.03140852972865105}
2025-03-18 15:50:08,687 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 290, 'total_batches': 480, 'loss': 0.0470186248421669}
2025-03-18 15:50:10,497 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 300, 'total_batches': 480, 'loss': 0.049772508442401886}
2025-03-18 15:50:12,358 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 310, 'total_batches': 480, 'loss': 0.03936475142836571}
2025-03-18 15:50:14,214 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 320, 'total_batches': 480, 'loss': 0.05819854512810707}
2025-03-18 15:50:16,077 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 330, 'total_batches': 480, 'loss': 0.04002389684319496}
2025-03-18 15:50:17,931 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 340, 'total_batches': 480, 'loss': 0.018777091056108475}
2025-03-18 15:50:19,780 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 350, 'total_batches': 480, 'loss': 0.03587814420461655}
2025-03-18 15:50:21,634 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 360, 'total_batches': 480, 'loss': 0.08406772464513779}
2025-03-18 15:50:23,490 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 370, 'total_batches': 480, 'loss': 0.040182214230298996}
2025-03-18 15:50:25,347 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 380, 'total_batches': 480, 'loss': 0.06298480927944183}
2025-03-18 15:50:27,201 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 390, 'total_batches': 480, 'loss': 0.02730647847056389}
2025-03-18 15:50:29,053 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 400, 'total_batches': 480, 'loss': 0.23877650499343872}
2025-03-18 15:50:30,909 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 410, 'total_batches': 480, 'loss': 0.051457274705171585}
2025-03-18 15:50:32,762 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 420, 'total_batches': 480, 'loss': 0.0552556999027729}
2025-03-18 15:50:34,619 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 430, 'total_batches': 480, 'loss': 0.0416051484644413}
2025-03-18 15:50:36,471 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 440, 'total_batches': 480, 'loss': 0.0781547874212265}
2025-03-18 15:50:38,327 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 450, 'total_batches': 480, 'loss': 0.03245696797966957}
2025-03-18 15:50:40,180 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 460, 'total_batches': 480, 'loss': 0.08155892044305801}
2025-03-18 15:50:42,034 - INFO - info: {'type': 'info', 'epoch': 2, 'batch': 470, 'total_batches': 480, 'loss': 0.025950543582439423}
2025-03-18 15:51:20,916 - INFO - info: {'type': 'info', 'epoch': 2, 'train_loss': 0.06898262172859783, 'val_loss': 0.06790627065735559, 'train_ssim': 0.9223018135875464, 'val_ssim': 0.9195046879351139, 'elapsed': 142.8763508796692}
2025-03-18 15:51:22,104 - INFO - Saved best model with validation loss: 0.067906
2025-03-18 15:51:42,823 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 0, 'total_batches': 480, 'loss': 0.025668244808912277}
2025-03-18 15:51:44,474 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 10, 'total_batches': 480, 'loss': 0.04459598660469055}
2025-03-18 15:51:46,132 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 20, 'total_batches': 480, 'loss': 0.04012606665492058}
2025-03-18 15:51:47,786 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 30, 'total_batches': 480, 'loss': 0.03770583122968674}
2025-03-18 15:51:49,445 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 40, 'total_batches': 480, 'loss': 0.069644495844841}
2025-03-18 15:51:51,107 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 50, 'total_batches': 480, 'loss': 0.03704260662198067}
2025-03-18 15:51:52,793 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 60, 'total_batches': 480, 'loss': 0.0523260161280632}
2025-03-18 15:51:54,507 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 70, 'total_batches': 480, 'loss': 0.027555085718631744}
2025-03-18 15:51:56,219 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 80, 'total_batches': 480, 'loss': 0.06740446388721466}
2025-03-18 15:51:58,023 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 90, 'total_batches': 480, 'loss': 0.08200211822986603}
2025-03-18 15:51:59,806 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 100, 'total_batches': 480, 'loss': 0.03769711032509804}
2025-03-18 15:52:01,600 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 110, 'total_batches': 480, 'loss': 0.048840492963790894}
2025-03-18 15:52:03,430 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 120, 'total_batches': 480, 'loss': 0.6417521238327026}
2025-03-18 15:52:05,216 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 130, 'total_batches': 480, 'loss': 0.12668359279632568}
2025-03-18 15:52:07,003 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 140, 'total_batches': 480, 'loss': 0.027053426951169968}
2025-03-18 15:52:08,837 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 150, 'total_batches': 480, 'loss': 0.03579869121313095}
2025-03-18 15:52:10,670 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 160, 'total_batches': 480, 'loss': 0.08701381087303162}
2025-03-18 15:52:12,488 - INFO - info: {'type': 'info', 'epoch': 3, 'batch': 170, 'total_batches': 480, 'loss': 0.051560983061790466}
